,market,arrival_date,arrivals_tonnes,variety,minimum_price,maximum_price,modal_price
4931,"Binny Mill (F&V), Bangalore",30/01/2017,35.0,Tomato,1000,1300,1200
4932,"Binny Mill (F&V), Bangalore",31/01/2017,42.0,Tomato,1000,1300,1200
4933,Channapatana,2/1/2017,2.0,Tomato,700,900,800
4934,Channapatana,3/1/2017,4.0,Tomato,600,900,750
4935,Channapatana,4/1/2017,3.0,Tomato,600,900,750
4936,Channapatana,5/1/2017,3.0,Tomato,600,900,750
4937,Channapatana,6/1/2017,3.0,Tomato,500,700,600
4938,Channapatana,7/1/2017,2.0,Tomato,600,800,700
4939,Channapatana,9/1/2017,2.0,Tomato,800,1000,900
4940,Channapatana,10/1/2017,2.0,Tomato,800,1200,1000
4941,Channapatana,11/1/2017,1.0,Tomato,1000,2000,1500
4942,Channapatana,12/1/2017,2.0,Tomato,800,1200,1000
4943,Channapatana,13/01/2017,3.0,Tomato,1200,1800,1500
4944,Channapatana,14/01/2017,2.0,Tomato,1000,1500,1250
4945,Channapatana,16/01/2017,1.0,Tomato,1200,1500,1350
4946,Channapatana,17/01/2017,2.0,Tomato,1000,1500,1250
4947,Channapatana,18/01/2017,2.0,Tomato,700,1000,850
4948,Channapatana,19/01/2017,2.0,Tomato,1000,1200,1100
4949,Channapatana,20/01/2017,2.0,Tomato,700,1000,850
4950,Channapatana,21/01/2017,2.0,Tomato,1000,1300,1150
4951,Channapatana,23/01/2017,2.0,Tomato,900,1300,1100
4952,Channapatana,24/01/2017,1.0,Tomato,1000,1500,1250
4953,Channapatana,25/01/2017,2.0,Tomato,1000,1500,1250
4954,Channapatana,26/01/2017,1.0,Tomato,1000,1400,1200
4955,Channapatana,27/01/2017,1.0,Tomato,1000,1600,1300
4956,Channapatana,28/01/2017,1.0,Tomato,1000,1500,1250
4957,Channapatana,30/01/2017,1.0,Tomato,1000,1600,1300
4958,Channapatana,31/01/2017,1.0,Tomato,1000,1500,1250
4959,Channarayapatna,31/01/2017,20.0,Tomato,100,100,100
4960,Chickkaballapura,1/1/2017,25.0,Tomato,250,350,300
4961,Chickkaballapura,2/1/2017,29.0,Tomato,250,380,320
4962,Chickkaballapura,3/1/2017,27.0,Tomato,250,3800,310
4963,Chickkaballapura,4/1/2017,32.0,Tomato,250,370,300
4964,Chickkaballapura,6/1/2017,29.0,Tomato,250,360,300
4965,Chickkaballapura,7/1/2017,26.0,Tomato,250,360,300
4966,Chickkaballapura,8/1/2017,29.0,Tomato,250,360,320
4967,Chickkaballapura,9/1/2017,21.0,Tomato,250,370,310
4968,Chickkaballapura,10/1/2017,25.0,Tomato,250,350,300
4969,Chickkaballapura,11/1/2017,27.0,Tomato,250,360,310
4970,Chickkaballapura,13/01/2017,25.0,Tomato,250,360,310
4971,Chickkaballapura,14/01/2017,17.0,Tomato,300,760,500
4972,Chickkaballapura,15/01/2017,15.0,Tomato,400,800,550
4973,Chickkaballapura,16/01/2017,26.0,Tomato,400,770,550
4974,Chickkaballapura,17/01/2017,16.0,Tomato,400,800,600
4975,Chickkaballapura,24/01/2017,23.0,Tomato,400,1300,1000
4976,Chickkaballapura,27/01/2017,25.0,Tomato,500,1380,1000
4977,Chickkaballapura,28/01/2017,24.0,Tomato,500,1400,900
4978,Chickkaballapura,29/01/2017,15.0,Tomato,500,1300,1000
4979,Chickkaballapura,30/01/2017,8.0,Tomato,500,1600,1000
4980,Chickkaballapura,31/01/2017,9.0,Tomato,500,1600,1200
4981,Chikkamagalore,2/1/2017,106.0,Tomato,368,568,468
4982,Chikkamagalore,3/1/2017,43.0,Tomato,332,532,432
4983,Chikkamagalore,4/1/2017,47.0,Tomato,351,551,451
4984,Chikkamagalore,5/1/2017,39.0,Tomato,346,546,446
4985,Chikkamagalore,6/1/2017,76.0,Tomato,346,546,446
4986,Chikkamagalore,7/1/2017,48.0,Tomato,381,581,481
4987,Chikkamagalore,9/1/2017,76.0,Tomato,635,835,735
4988,Chikkamagalore,10/1/2017,25.0,Tomato,656,856,756
4989,Chikkamagalore,11/1/2017,59.0,Tomato,568,768,668
4990,Chikkamagalore,12/1/2017,8.0,Tomato,532,732,632
4991,Chikkamagalore,13/01/2017,51.0,Tomato,490,690,590
4992,Chikkamagalore,16/01/2017,109.0,Tomato,543,843,743
4993,Chikkamagalore,17/01/2017,20.0,Tomato,688,888,788
4994,Chikkamagalore,18/01/2017,45.0,Tomato,701,901,801
4995,Chikkamagalore,19/01/2017,17.0,Tomato,694,894,794
4996,Chikkamagalore,24/01/2017,15.0,Tomato,1000,1300,1200
4997,Chikkamagalore,25/01/2017,35.0,Tomato,934,1334,1134
4998,Chikkamagalore,27/01/2017,73.0,Tomato,1041,1241,1141
4999,Chikkamagalore,28/01/2017,29.0,Tomato,1032,1232,1132
5000,Chikkamagalore,30/01/2017,54.0,Tomato,1043,1243,1143
5001,Chikkamagalore,31/01/2017,26.0,Tomato,885,1285,1085
5002,Chintamani,1/1/2017,95.0,Tomato,133,466,266
5003,Chintamani,2/1/2017,98.0,Tomato,133,500,266
5004,Chintamani,3/1/2017,85.0,Tomato,133,533,266
5005,Chintamani,4/1/2017,85.0,Tomato,133,533,266
5006,Chintamani,5/1/2017,90.0,Tomato,200,666,400
5007,Chintamani,6/1/2017,105.0,Tomato,133,533,400
5008,Chintamani,7/1/2017,90.0,Tomato,133,533,400
5009,Chintamani,8/1/2017,95.0,Tomato,200,766,433
5010,Chintamani,9/1/2017,110.0,Tomato,300,833,500
5011,Chintamani,10/1/2017,105.0,Tomato,300,833,500
5012,Chintamani,11/1/2017,115.0,Tomato,200,700,400
5013,Chintamani,12/1/2017,145.0,Tomato,400,1200,800
5014,Chintamani,14/01/2017,85.0,Tomato,300,933,600
5015,Chintamani,15/01/2017,80.0,Tomato,500,1600,1000
5016,Chintamani,16/01/2017,82.0,Tomato,400,1500,1000
5017,Chintamani,17/01/2017,65.0,Tomato,300,1066,700
5018,Chintamani,18/01/2017,95.0,Tomato,300,933,600
5019,Chintamani,19/01/2017,93.0,Tomato,300,1000,700
5020,Chintamani,24/01/2017,120.0,Tomato,533,1566,1133
5021,Chintamani,25/01/2017,125.0,Tomato,600,1800,1100
5022,Chintamani,26/01/2017,130.0,Tomato,800,2200,1400
5023,Chintamani,27/01/2017,125.0,Tomato,800,2133,1400
5024,Chintamani,28/01/2017,125.0,Tomato,800,1800,1400
5025,Chintamani,29/01/2017,125.0,Tomato,600,1400,1100
5026,Chintamani,30/01/2017,135.0,Tomato,800,1600,1400
5027,Chintamani,31/01/2017,145.0,Tomato,800,1700,1400
5028,Davangere,3/1/2017,15.0,Tomato,100,150,125
5029,Davangere,4/1/2017,15.0,Tomato,100,200,150
5030,Davangere,5/1/2017,15.0,Tomato,100,200,150
5031,Davangere,6/1/2017,7.0,Tomato,150,250,200
5032,Davangere,7/1/2017,8.0,Tomato,300,400,350
5033,Davangere,10/1/2017,8.0,Tomato,300,350,325
5034,Davangere,11/1/2017,5.0,Tomato,300,350,325
5035,Davangere,13/01/2017,6.0,Tomato,300,400,350
5036,Davangere,17/01/2017,6.0,Tomato,300,400,350
5037,Davangere,18/01/2017,6.0,Tomato,300,450,375
5038,Davangere,19/01/2017,8.0,Tomato,300,350,325
5039,Davangere,24/01/2017,5.0,Tomato,600,800,700
5040,Davangere,25/01/2017,7.0,Tomato,600,800,700
5041,Davangere,27/01/2017,5.0,Tomato,600,800,700
5042,Davangere,28/01/2017,7.0,Tomato,600,800,700
5043,Davangere,31/01/2017,6.0,Tomato,800,1000,900
5044,Doddaballa Pur,2/1/2017,2.0,Tomato,400,600,500
5045,Doddaballa Pur,3/1/2017,1.0,Tomato,400,600,500
5046,Doddaballa Pur,5/1/2017,2.0,Tomato,400,600,500
5047,Doddaballa Pur,6/1/2017,2.0,Tomato,400,600,500
5048,Doddaballa Pur,7/1/2017,1.0,Tomato,400,600,500
5049,Doddaballa Pur,9/1/2017,2.0,Tomato,400,600,500
5050,Doddaballa Pur,10/1/2017,2.0,Tomato,400,600,500
5051,Doddaballa Pur,11/1/2017,2.0,Tomato,400,600,500
5052,Doddaballa Pur,12/1/2017,2.0,Tomato,400,600,500
5053,Doddaballa Pur,13/01/2017,2.0,Tomato,400,600,500
5054,Doddaballa Pur,16/01/2017,2.0,Tomato,400,600,500
5055,Doddaballa Pur,17/01/2017,2.0,Tomato,400,600,500
5056,Doddaballa Pur,18/01/2017,2.0,Tomato,400,600,500
5057,Doddaballa Pur,24/01/2017,2.0,Tomato,400,600,500
5058,Doddaballa Pur,25/01/2017,2.0,Tomato,400,600,500
5059,Doddaballa Pur,27/01/2017,2.0,Tomato,400,600,500
5060,Doddaballa Pur,28/01/2017,2.0,Tomato,400,600,500
5061,Doddaballa Pur,30/01/2017,2.0,Tomato,400,600,500
5062,Doddaballa Pur,31/01/2017,2.0,Tomato,400,600,500
5063,Gowribidanoor,7/1/2017,13.0,Tomato,400,600,500
5064,Gowribidanoor,13/01/2017,12.0,Tomato,500,700,600
5065,Gowribidanoor,28/01/2017,11.0,Tomato,450,650,550
5066,Hassan,5/1/2017,33.0,Tomato,200,250,200
5067,Hassan,10/1/2017,1.0,Tomato,400,400,400
5068,Hassan,11/1/2017,21.0,Tomato,260,560,275
5069,Hassan,27/01/2017,10.0,Tomato,645,660,660
5070,Hospet,1/1/2017,1.0,Tomato,300,300,300
5071,Hospet,4/1/2017,31.0,Tomato,250,450,300
5072,Hospet,10/1/2017,28.0,Tomato,300,500,300
5073,Hospet,11/1/2017,6.0,Tomato,250,300,250
5074,Hospet,25/01/2017,35.0,Tomato,300,500,400
5075,Hospet,30/01/2017,21.0,Tomato,300,500,400
5076,K.R.Nagar,12/1/2017,2.0,Tomato,1000,1000,1000
5077,K.R.Nagar,13/01/2017,1.0,Tomato,1000,1000,1000
5078,K.R.Nagar,18/01/2017,2.0,Tomato,666,666,666
5079,K.R.Nagar,24/01/2017,2.0,Tomato,666,666,666
5080,K.R.Nagar,25/01/2017,1.0,Tomato,1000,1000,1000
5081,K.R.Nagar,27/01/2017,1.0,Tomato,1000,1000,1000
5082,K.R.Nagar,30/01/2017,2.0,Tomato,1000,1000,1000
5083,K.R.Nagar,31/01/2017,1.0,Tomato,1000,1000,1000
5084,Kolar,1/1/2017,107.0,Tomato,300,500,400
5086,Kolar,3/1/2017,109.0,Tomato,313,500,454
5087,Kolar,4/1/2017,133.0,Tomato,300,534,467
5088,Kolar,5/1/2017,158.0,Tomato,334,500,453
5089,Kolar,6/1/2017,103.0,Tomato,320,534,467
5090,Kolar,7/1/2017,142.0,Tomato,334,600,467
5091,Kolar,8/1/2017,149.0,Tomato,366,900,667
5092,Kolar,9/1/2017,113.0,Tomato,334,734,600
5093,Kolar,10/1/2017,152.0,Tomato,300,800,667
5094,Kolar,11/1/2017,150.0,Tomato,320,800,700
5095,Kolar,12/1/2017,169.0,Tomato,300,667,533
5097,Kolar,14/01/2017,167.0,Tomato,300,534,400
5098,Kolar,16/01/2017,92.0,Tomato,367,1334,1134
5099,Kolar,17/01/2017,116.0,Tomato,334,1200,1000
5100,Kolar,18/01/2017,164.0,Tomato,366,1333,1167
5103,Kolar,25/01/2017,151.0,Tomato,320,1667,1334
5105,Kolar,27/01/2017,143.0,Tomato,467,2134,1667
5106,Kolar,28/01/2017,163.0,Tomato,334,2000,1600
5107,Kolar,29/01/2017,135.0,Tomato,300,1867,1667
5109,Kolar,31/01/2017,164.0,Tomato,367,1667,1334
5110,Malur,11/1/2017,60.0,Tomato,300,750,500
5111,Malur,12/1/2017,6.0,Tomato,300,700,500
5112,Malur,16/01/2017,133.0,Tomato,200,500,300
5113,Malur,27/01/2017,3.0,Tomato,400,1100,1000
5114,Malur,30/01/2017,3.0,Tomato,400,1300,1000
5115,Malur,31/01/2017,4.0,Tomato,300,1300,1000
5116,Mulabagilu,1/1/2017,49.0,Tomato,265,600,435
5117,Mulabagilu,2/1/2017,41.0,Tomato,265,600,435
5118,Mulabagilu,3/1/2017,55.0,Tomato,265,665,465
5119,Mulabagilu,4/1/2017,30.0,Tomato,265,800,535
5120,Mulabagilu,5/1/2017,33.0,Tomato,265,665,465
5121,Mulabagilu,6/1/2017,30.0,Tomato,200,665,435
5122,Mulabagilu,7/1/2017,44.0,Tomato,265,735,500
5123,Mulabagilu,8/1/2017,23.0,Tomato,335,1065,700
5124,Mulabagilu,9/1/2017,23.0,Tomato,335,1000,665
5125,Mulabagilu,10/1/2017,24.0,Tomato,335,1065,700
5126,Mulabagilu,11/1/2017,30.0,Tomato,335,1135,735
5127,Mulabagilu,12/1/2017,30.0,Tomato,335,1200,765
5128,Mulabagilu,13/01/2017,24.0,Tomato,335,1000,665
5129,Mulabagilu,14/01/2017,14.0,Tomato,335,1065,700
5130,Mulabagilu,15/01/2017,8.0,Tomato,335,1335,835
5131,Mulabagilu,16/01/2017,9.0,Tomato,335,1065,700
5132,Mulabagilu,18/01/2017,27.0,Tomato,335,1135,735
5133,Mulabagilu,19/01/2017,32.0,Tomato,265,535,400
5134,Mulabagilu,23/01/2017,11.0,Tomato,665,2065,1365
5135,Mulabagilu,24/01/2017,15.0,Tomato,665,2000,1335
5136,Mulabagilu,25/01/2017,12.0,Tomato,665,2335,1500
5137,Mulabagilu,26/01/2017,8.0,Tomato,665,2000,1335
5138,Mulabagilu,27/01/2017,7.0,Tomato,665,2335,1500
5139,Mulabagilu,28/01/2017,10.0,Tomato,665,2000,1335
5140,Mulabagilu,29/01/2017,8.0,Tomato,665,3000,1835
5141,Mulabagilu,30/01/2017,9.0,Tomato,665,2000,1335
5142,Mulabagilu,31/01/2017,10.0,Tomato,665,2335,1500
5155,Mysore (Bandipalya),16/01/2017,127.0,Tomato,950,1700,1500
5156,Mysore (Bandipalya),17/01/2017,121.0,Tomato,1100,1700,1400
5166,Nagamangala,1/1/2017,3.0,Tomato,330,330,330
5167,Nagamangala,6/1/2017,10.0,Tomato,400,500,500
5168,Nagamangala,26/01/2017,4.0,Tomato,600,600,600
5169,Ramanagara,2/1/2017,10.0,Tomato,600,800,700
5170,Ramanagara,3/1/2017,14.0,Tomato,500,700,600
5171,Ramanagara,4/1/2017,14.0,Tomato,500,700,600
5172,Ramanagara,5/1/2017,12.0,Tomato,400,600,500
5173,Ramanagara,6/1/2017,13.0,Tomato,500,700,600
5174,Ramanagara,7/1/2017,14.0,Tomato,500,700,600
5175,Ramanagara,9/1/2017,12.0,Tomato,600,1000,800
5176,Ramanagara,10/1/2017,11.0,Tomato,600,1000,800
5177,Ramanagara,11/1/2017,13.0,Tomato,600,1000,800
5178,Ramanagara,12/1/2017,11.0,Tomato,600,1000,800
5179,Ramanagara,13/01/2017,13.0,Tomato,600,1000,800
5180,Ramanagara,16/01/2017,10.0,Tomato,800,1000,900
5181,Ramanagara,18/01/2017,14.0,Tomato,800,1000,900
5182,Ramanagara,19/01/2017,11.0,Tomato,1000,1300,1150
5183,Ramanagara,24/01/2017,8.0,Tomato,1200,1600,1400
5184,Ramanagara,25/01/2017,8.0,Tomato,1500,1800,1650
5185,Ramanagara,26/01/2017,6.0,Tomato,1600,2000,1800
5186,Ramanagara,27/01/2017,6.0,Tomato,1600,2000,1800
5187,Ramanagara,28/01/2017,7.0,Tomato,1700,2000,1850
5188,Ramanagara,30/01/2017,5.0,Tomato,1800,2200,2000
5189,Ramanagara,31/01/2017,8.0,Tomato,1600,2000,1800
5190,Shimoga,2/1/2017,7.0,Tomato,300,500,400
5191,Shimoga,4/1/2017,12.0,Tomato,300,500,400
5192,Shimoga,5/1/2017,7.0,Tomato,300,500,400
5193,Shimoga,6/1/2017,7.0,Tomato,300,500,400
5194,Shimoga,9/1/2017,6.0,Tomato,300,500,400
5195,Shimoga,10/1/2017,6.0,Tomato,300,500,400
5196,Shimoga,11/1/2017,6.0,Tomato,300,500,400
5197,Shimoga,16/01/2017,7.0,Tomato,300,500,400
5198,Shimoga,17/01/2017,6.0,Tomato,300,500,400
5199,Shimoga,18/01/2017,6.0,Tomato,300,500,400
5200,Shimoga,19/01/2017,6.0,Tomato,300,500,400
5201,Shimoga,24/01/2017,6.0,Tomato,400,600,500
5202,Shimoga,25/01/2017,6.0,Tomato,400,600,500
5203,Shimoga,27/01/2017,7.0,Tomato,600,800,700
5204,Shimoga,30/01/2017,8.0,Tomato,600,800,700
5205,Shimoga,31/01/2017,6.0,Tomato,400,600,500
5206,Srinivasapur,1/1/2017,33.0,Tomato,266,466,366
5207,Srinivasapur,2/1/2017,44.0,Tomato,266,533,333
5208,Srinivasapur,3/1/2017,73.0,Tomato,266,666,466
5209,Srinivasapur,4/1/2017,40.0,Tomato,266,600,433
5210,Srinivasapur,5/1/2017,33.0,Tomato,266,566,416
5211,Srinivasapur,6/1/2017,38.0,Tomato,266,533,400
5212,Srinivasapur,7/1/2017,51.0,Tomato,266,666,466
5213,Srinivasapur,8/1/2017,43.0,Tomato,333,1000,666
5214,Srinivasapur,9/1/2017,39.0,Tomato,333,1200,766
5215,Srinivasapur,10/1/2017,24.0,Tomato,266,866,566
5216,Srinivasapur,11/1/2017,25.0,Tomato,333,766,550
5217,Srinivasapur,12/1/2017,20.0,Tomato,333,800,566
5218,Srinivasapur,13/01/2017,27.0,Tomato,333,966,650
5219,Srinivasapur,14/01/2017,11.0,Tomato,200,800,500
5220,Srinivasapur,15/01/2017,16.0,Tomato,467,1100,700
5221,Srinivasapur,16/01/2017,23.0,Tomato,400,1800,1033
5222,Srinivasapur,17/01/2017,11.0,Tomato,400,1333,867
5223,Srinivasapur,18/01/2017,11.0,Tomato,400,1200,800
5224,Srinivasapur,24/01/2017,15.0,Tomato,266,1733,1533
5225,Srinivasapur,25/01/2017,16.0,Tomato,333,2000,1400
5226,Srinivasapur,26/01/2017,16.0,Tomato,266,2533,1333
5227,Srinivasapur,27/01/2017,17.0,Tomato,333,1866,1000
5228,Srinivasapur,28/01/2017,20.0,Tomato,333,1933,1400
5229,Srinivasapur,29/01/2017,21.0,Tomato,600,2267,1333
5230,Srinivasapur,30/01/2017,19.0,Tomato,333,2000,933
5231,Srinivasapur,31/01/2017,20.0,Tomato,400,1867,1333
5232,Udupi,4/1/2017,9.0,Tomato,600,800,700
5233,Udupi,11/1/2017,9.0,Tomato,800,1200,1000
5234,Udupi,18/01/2017,9.0,Tomato,700,900,800
5235,Udupi,25/01/2017,10.0,Tomato,1200,1400,1300
5236,Bagepalli,1/2/2017,16.0,Tomato,350,780,610
5237,Bagepalli,2/2/2017,18.0,Tomato,350,760,550
5238,Bagepalli,4/2/2017,18.0,Tomato,350,790,650
5239,Bagepalli,6/2/2017,15.0,Tomato,350,800,650
5240,Bagepalli,7/2/2017,12.0,Tomato,380,940,840
5241,Bagepalli,8/2/2017,14.0,Tomato,360,950,710
5242,Bagepalli,9/2/2017,15.0,Tomato,380,1000,650
5243,Bagepalli,13/02/2017,22.0,Tomato,350,960,650
5244,Bagepalli,14/02/2017,12.0,Tomato,360,1050,740
5245,Bagepalli,15/02/2017,22.0,Tomato,380,950,640
5246,Bagepalli,16/02/2017,17.0,Tomato,350,980,650
5247,Bagepalli,18/02/2017,14.0,Tomato,350,980,710
5248,Bagepalli,20/02/2017,18.0,Tomato,380,1050,740
5249,Bagepalli,21/02/2017,16.0,Tomato,360,1060,680
5250,Bagepalli,22/02/2017,12.0,Tomato,350,980,766
5251,Bagepalli,23/02/2017,5.0,Tomato,350,1030,780
5252,Bagepalli,25/02/2017,18.0,Tomato,410,1010,695
5253,Bagepalli,27/02/2017,15.0,Tomato,380,1050,715
5254,Bagepalli,28/02/2017,12.0,Tomato,380,1080,850
5255,Bangarpet,1/2/2017,1.0,Tomato,300,1400,1200
5256,Bangarpet,2/2/2017,1.0,Tomato,300,1300,1200
5257,Bangarpet,3/2/2017,1.0,Tomato,300,1500,1200
5258,Bangarpet,4/2/2017,1.0,Tomato,200,1300,1000
5259,Bangarpet,6/2/2017,1.0,Tomato,250,1500,1200
5260,Bangarpet,7/2/2017,2.0,Tomato,250,1400,1200
5261,Bangarpet,8/2/2017,1.0,Tomato,300,1500,1300
5262,Bangarpet,9/2/2017,1.0,Tomato,250,1600,1400
5263,Bangarpet,10/2/2017,1.0,Tomato,200,1200,1000
5264,Bangarpet,13/02/2017,1.0,Tomato,300,1400,1200
5265,Bangarpet,14/02/2017,1.0,Tomato,250,1000,800
5266,Bangarpet,15/02/2017,1.0,Tomato,200,1200,1000
5267,Bangarpet,16/02/2017,1.0,Tomato,250,1300,1100
5268,Bangarpet,17/02/2017,1.0,Tomato,300,800,500
5269,Bangarpet,18/02/2017,1.0,Tomato,250,1200,800
5270,Bangarpet,21/02/2017,1.0,Tomato,200,1200,1000
5271,Bangarpet,22/02/2017,1.0,Tomato,280,1400,980
5272,Bangarpet,23/02/2017,1.0,Tomato,300,1600,1200
5273,Bangarpet,27/02/2017,1.0,Tomato,200,1200,1000
5274,Bangarpet,28/02/2017,2.0,Tomato,200,1000,600
5275,"Binny Mill (F&V), Bangalore",1/2/2017,47.0,Tomato,1000,1300,1200
5276,"Binny Mill (F&V), Bangalore",2/2/2017,50.0,Tomato,1000,1300,1200
5277,"Binny Mill (F&V), Bangalore",3/2/2017,40.0,Tomato,1000,1500,1300
5278,"Binny Mill (F&V), Bangalore",4/2/2017,37.0,Tomato,1400,2000,1600
5279,"Binny Mill (F&V), Bangalore",6/2/2017,46.0,Tomato,1500,2000,1800
5280,"Binny Mill (F&V), Bangalore",7/2/2017,46.0,Tomato,1600,2000,1800
5281,"Binny Mill (F&V), Bangalore",8/2/2017,36.0,Tomato,1400,1800,1600
5282,"Binny Mill (F&V), Bangalore",9/2/2017,41.0,Tomato,1600,2000,1800
5283,"Binny Mill (F&V), Bangalore",10/2/2017,36.0,Tomato,1400,1600,1500
5284,"Binny Mill (F&V), Bangalore",13/02/2017,25.0,Tomato,1600,1800,1700
5285,"Binny Mill (F&V), Bangalore",14/02/2017,34.0,Tomato,1600,1800,1700
5286,"Binny Mill (F&V), Bangalore",15/02/2017,35.0,Tomato,1600,2000,1800
5287,"Binny Mill (F&V), Bangalore",16/02/2017,40.0,Tomato,1600,2000,1800
5288,"Binny Mill (F&V), Bangalore",17/02/2017,43.0,Tomato,1500,2000,1800
5289,"Binny Mill (F&V), Bangalore",18/02/2017,41.0,Tomato,1600,2000,1800
5290,"Binny Mill (F&V), Bangalore",21/02/2017,45.0,Tomato,1500,2000,1800
5291,"Binny Mill (F&V), Bangalore",22/02/2017,44.0,Tomato,1500,2000,1800
5292,"Binny Mill (F&V), Bangalore",23/02/2017,38.0,Tomato,1600,2000,1800
5293,"Binny Mill (F&V), Bangalore",27/02/2017,40.0,Tomato,1600,2500,2000
5294,"Binny Mill (F&V), Bangalore",28/02/2017,33.0,Tomato,1600,2200,2000
5295,Channapatana,1/2/2017,1.0,Tomato,1000,1800,1400
5296,Channapatana,2/2/2017,1.0,Tomato,1500,2500,2000
5297,Channapatana,3/2/2017,1.0,Tomato,1500,2000,1750
5298,Channapatana,4/2/2017,1.0,Tomato,1800,2400,2100
5299,Channapatana,6/2/2017,1.0,Tomato,1800,2500,2150
5300,Channapatana,7/2/2017,1.0,Tomato,2000,2500,2250
5301,Channapatana,8/2/2017,1.0,Tomato,1500,2500,2000
5302,Channapatana,9/2/2017,1.0,Tomato,1700,2700,2200
5303,Channapatana,10/2/2017,1.0,Tomato,1800,2600,2200
5304,Channapatana,11/2/2017,1.0,Tomato,1500,2500,2000
5305,Channapatana,13/02/2017,1.0,Tomato,1600,2600,2100
5306,Channapatana,14/02/2017,1.0,Tomato,2000,3000,2500
5307,Channapatana,15/02/2017,1.0,Tomato,1500,2200,1850
5308,Channapatana,16/02/2017,1.0,Tomato,2000,2500,2250
5309,Channapatana,17/02/2017,1.0,Tomato,2000,2600,2300
5310,Channapatana,18/02/2017,1.0,Tomato,1500,2500,2000
5311,Channapatana,20/02/2017,1.0,Tomato,1500,2200,2000
5312,Channapatana,21/02/2017,1.0,Tomato,1500,2300,2000
5313,Channapatana,22/02/2017,1.0,Tomato,1500,2500,2000
5314,Channapatana,23/02/2017,1.0,Tomato,1500,2500,2000
5315,Channapatana,24/02/2017,1.0,Tomato,1300,2000,1650
5316,Channapatana,25/02/2017,1.0,Tomato,1000,2000,1500
5317,Channapatana,27/02/2017,1.0,Tomato,1700,2500,2100
5318,Channapatana,28/02/2017,1.0,Tomato,2000,3000,2500
5319,Channarayapatna,8/2/2017,15.0,Tomato,100,100,100
5320,Channarayapatna,17/02/2017,21.0,Tomato,166,250,250
5321,Channarayapatna,24/02/2017,1.0,Tomato,150,150,150
5322,Channarayapatna,27/02/2017,5.0,Tomato,200,200,200
5323,Chickkaballapura,1/2/2017,7.0,Tomato,380,1920,1200
5324,Chickkaballapura,3/2/2017,22.0,Tomato,400,1800,1200
5325,Chickkaballapura,4/2/2017,21.0,Tomato,400,1800,1200
5326,Chickkaballapura,5/2/2017,14.0,Tomato,400,2000,1300
5327,Chickkaballapura,6/2/2017,12.0,Tomato,400,2100,1500
5328,Chickkaballapura,7/2/2017,17.0,Tomato,400,1950,1200
5329,Chickkaballapura,8/2/2017,34.0,Tomato,400,1900,1200
5330,Chickkaballapura,10/2/2017,38.0,Tomato,400,1500,1000
5331,Chickkaballapura,11/2/2017,39.0,Tomato,400,1400,1200
5332,Chickkaballapura,12/2/2017,19.0,Tomato,400,1500,1000
5333,Chickkaballapura,13/02/2017,20.0,Tomato,400,1200,800
5334,Chickkaballapura,14/02/2017,21.0,Tomato,400,1400,1000
5335,Chickkaballapura,15/02/2017,16.0,Tomato,800,2100,1500
5336,Chickkaballapura,17/02/2017,24.0,Tomato,400,1800,1200
5337,Chickkaballapura,18/02/2017,29.0,Tomato,400,1300,900
5338,Chickkaballapura,21/02/2017,15.0,Tomato,400,1500,1000
5339,Chickkaballapura,22/02/2017,11.0,Tomato,400,1850,1200
5340,Chickkaballapura,24/02/2017,9.0,Tomato,500,2500,1800
5341,Chickkaballapura,25/02/2017,10.0,Tomato,500,2300,1700
5342,Chickkaballapura,26/02/2017,13.0,Tomato,400,2500,1800
5343,Chickkaballapura,27/02/2017,24.0,Tomato,500,2500,1700
5344,Chickkaballapura,28/02/2017,25.0,Tomato,500,2600,1500
5345,Chikkamagalore,1/2/2017,33.0,Tomato,950,1350,1150
5346,Chikkamagalore,2/2/2017,9.0,Tomato,1162,1162,1162
5347,Chikkamagalore,3/2/2017,37.0,Tomato,1018,1418,1218
5348,Chikkamagalore,4/2/2017,10.0,Tomato,997,1397,1197
5349,Chikkamagalore,6/2/2017,41.0,Tomato,1061,1461,1261
5350,Chikkamagalore,7/2/2017,11.0,Tomato,1267,1667,1467
5351,Chikkamagalore,8/2/2017,14.0,Tomato,1100,1500,1300
5352,Chikkamagalore,9/2/2017,5.0,Tomato,911,1411,1111
5353,Chikkamagalore,10/2/2017,22.0,Tomato,1147,1547,1347
5354,Chikkamagalore,13/02/2017,41.0,Tomato,1074,1574,1274
5355,Chikkamagalore,14/02/2017,2.0,Tomato,1022,1422,1222
5356,Chikkamagalore,15/02/2017,16.0,Tomato,1077,1477,1277
5357,Chikkamagalore,16/02/2017,6.0,Tomato,1315,1315,1315
5358,Chikkamagalore,17/02/2017,21.0,Tomato,1097,1497,1297
5359,Chikkamagalore,21/02/2017,9.0,Tomato,1019,1419,1219
5360,Chikkamagalore,22/02/2017,13.0,Tomato,1101,1601,1401
5361,Chikkamagalore,23/02/2017,6.0,Tomato,1050,1450,1250
5363,Chikkamagalore,28/02/2017,6.0,Tomato,2042,2242,2142
5364,Chintamani,1/2/2017,155.0,Tomato,900,2000,1500
5365,Chintamani,2/2/2017,160.0,Tomato,800,1900,1500
5366,Chintamani,3/2/2017,165.0,Tomato,800,2000,1500
5367,Chintamani,4/2/2017,145.0,Tomato,800,1700,1400
